# Chunk-averaged data for fix temp_profile and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount temp
1000 21 12312
  19 20.4781 605.07 444.834
  20 22.8873 623.98 433.748
  21 25.2965 0 0
25000 21 12312.000000000002
  1 -22.8873 634.25 429.53
  2 -20.4781 588.37 425.67
  3 -18.0689 615.4 431.575
  4 -15.6597 624.14 435.971
  5 -13.2505 625.29 446.411
  6 -10.8414 599.35 446.099
  7 -8.43217 652.51 459.915
  8 -6.02298 599.05 463.11
  9 -3.61379 617.89 460.408
  10 -1.2046 597.63 466.114
  11 1.2046 674.87 479.07
  12 3.61379 583.15 458.376
  13 6.02298 611.89 456.647
  14 8.43217 617.46 463.924
  15 10.8414 636.06 454.187
  16 13.2505 575.37 457.912
  17 15.6597 643.62 454.616
  18 18.0689 619.25 445.243
  19 20.4781 584.94 439.23
  20 22.8873 611.51 432.202
  21 25.2965 0 0
26000 21 12312
  1 -22.8873 606.14 435.603
  2 -20.4781 583.11 426.033
  3 -18.0689 616.58 438.892
  4 -15.6597 617.17 442.706
  5 -13.2505 630.67 441.571
  6 -10.8414 603.25 446.307
  7 -8.43217 669.86 456.546
  8 -6.02298 607.51 453.386
  9 -3.61379 608.92 461.228
  10 -1.2046 622.11 477.319
  11 1.2046 629.9 466.935
  12 3.61379 602.05 459.451
  13 6.02298 593.43 458.038
  14 8.43217 604.49 464.468
  15 10.8414 638.49 459.878
  16 13.2505 589.62 459.289
  17 15.6597 639.29 453.223
  18 18.0689 622.44 444.478
  19 20.4781 595.73 443.709
  20 22.8873 631.24 431.068
  21 25.2965 0 0
27000 21 12312.000000000002
  1 -22.8873 609.04 432.928
  2 -20.4781 596.31 438.326
  3 -18.0689 599.01 440.144
  4 -15.6597 623.17 445.772
  5 -13.2505 627.37 434.319
  6 -10.8414 607.19 445.523
  7 -8.43217 643.83 458.33
  8 -6.02298 627.69 453.982
  9 -3.61379 595.86 461.476
  10 -1.2046 608.74 465.887
  11 1.2046 644.83 470.578
  12 3.61379 602.73 466.802
  13 6.02298 599.6 462.392
  14 8.43217 621.19 458.977
  15 10.8414 651.54 458.934
  16 13.2505 591.01 451.979
  17 15.6597 622.29 451.119
  18 18.0689 642.45 452.004
  19 20.4781 568.9 439.852
  20 22.8873 629.25 425.145
  21 25.2965 0 0
28000 21 12312.000000000002
  1 -22.8873 599.65 438.72
  2 -20.4781 618 441.379
  3 -18.0689 607.47 438.289
  4 -15.6597 619.46 447.332
  5 -13.2505 639.52 448.632
  6 -10.8414 587.58 450.369
  7 -8.43217 614.7 454.267
  8 -6.02298 620.68 453.178
  9 -3.61379 600.48 460.384
  10 -1.2046 619.54 465.342
  11 1.2046 618.28 467.689
  12 3.61379 629.94 472.311
  13 6.02298 605.35 464.134
  14 8.43217 619.8 462.488
  15 10.8414 636.39 451.351
  16 13.2505 600.29 448.99
  17 15.6597 622.86 448.476
  18 18.0689 623.75 448.7
  19 20.4781 599.24 436.365
  20 22.8873 629.02 421.598
  21 25.2965 0 0
29000 21 12312
  1 -22.8873 582.53 434.937
  2 -20.4781 633.8 443.885
  3 -18.0689 622.35 438.273
  4 -15.6597 605.94 438.7
  5 -13.2505 645.4 444.653
  6 -10.8414 593.76 445.835
  7 -8.43217 585.13 446.191
  8 -6.02298 612.2 460.509
  9 -3.61379 637.36 457.891
  10 -1.2046 610.6 469.079
  11 1.2046 596.71 469.156
  12 3.61379 631.22 475.365
  13 6.02298 615.54 456.137
  14 8.43217 608.36 456.096
  15 10.8414 644.68 439.757
  16 13.2505 613.81 449.385
  17 15.6597 617.78 447.995
  18 18.0689 620.76 451.181
  19 20.4781 615.46 445.787
  20 22.8873 618.61 432.101
  21 25.2965 0 0
30000 21 12312.000000000002
  1 -22.8873 551.69 434.83
  2 -20.4781 620.28 442.573
  3 -18.0689 634.01 440.549
  4 -15.6597 611.49 439.784
  5 -13.2505 619.93 436.713
  6 -10.8414 613.74 440.908
  7 -8.43217 585.99 449.398
  8 -6.02298 595.85 471.508
  9 -3.61379 610.22 465.052
  10 -1.2046 641.35 471.242
  11 1.2046 598.5 474.794
  12 3.61379 601.17 463.567
  13 6.02298 651.64 460.49
  14 8.43217 614.63 455.585
  15 10.8414 642.22 438.806
  16 13.2505 624.94 452.838
  17 15.6597 616.01 446.05
  18 18.0689 610.72 443.91
  19 20.4781 600.62 446.425
  20 22.8873 667 436.324
  21 25.2965 0 0
31000 21 12312
  1 -22.8873 608.76 432.959
  2 -20.4781 605.69 432.281
  3 -18.0689 611.69 440.587
  4 -15.6597 655.48 440.468
  5 -13.2505 616.1 439.62
  6 -10.8414 608.31 441.725
  7 -8.43217 614.63 449.25
  8 -6.02298 602.22 472.612
  9 -3.61379 597.2 461.724
  10 -1.2046 624.42 461.285
  11 1.2046 616.97 470.847
  12 3.61379 586.62 469.755
  13 6.02298 625.73 466.043
  14 8.43217 606.74 452.265
  15 10.8414 641.69 444.535
  16 13.2505 607.55 447.346
  17 15.6597 626.41 447.991
  18 18.0689 625 441.813
  19 20.4781 588.93 443.301
  20 22.8873 641.86 439.351
  21 25.2965 0 0
32000 21 12311.999999999998
  1 -22.8873 616.14 435.696
  2 -20.4781 602.19 430.485
  3 -18.0689 566.83 448.087
  4 -15.6597 642.98 439.787
  5 -13.2505 625.15 447.25
  6 -10.8414 614.82 455.195
  7 -8.43217 587.16 454.457
  8 -6.02298 644.37 461.097
  9 -3.61379 590.65 462.291
  10 -1.2046 631.42 465.567
  11 1.2046 652.62 474.421
  12 3.61379 614.21 471.99
  13 6.02298 617.67 467.433
  14 8.43217 607.43 452.683
  15 10.8414 639.22 457.082
  16 13.2505 611.51 448.458
  17 15.6597 586.8 446.04
  18 18.0689 642.42 448.622
  19 20.4781 590.07 431.211
  20 22.8873 628.34 426.955
  21 25.2965 0 0
33000 21 12312
  1 -22.8873 607.67 432.693
  2 -20.4781 665.96 432.486
  3 -18.0689 569.54 443.88
  4 -15.6597 626.63 441.065
  5 -13.2505 633.5 459.317
  6 -10.8414 613.81 455.991
  7 -8.43217 568.02 451.918
  8 -6.02298 653.12 453.113
  9 -3.61379 568.68 457.392
  10 -1.2046 628.63 467.321
  11 1.2046 593.97 462.118
  12 3.61379 650.38 469.621
  13 6.02298 595.92 465.147
  14 8.43217 591.92 453.015
  15 10.8414 637.89 448.148
  16 13.2505 633.2 442.129
  17 15.6597 566.29 456.971
  18 18.0689 648.98 449.475
  19 20.4781 610.67 434.48
  20 22.8873 647.22 430.289
  21 25.2965 0 0
34000 21 12312.000000000004
  1 -22.8873 588 425.46
  2 -20.4781 621.86 439.705
  3 -18.0689 618.37 449.747
  4 -15.6597 631.52 440.285
  5 -13.2505 614.7 460.174
  6 -10.8414 644.41 445.703
  7 -8.43217 584.44 455.561
  8 -6.02298 645.93 456.045
  9 -3.61379 591.58 464.916
  10 -1.2046 619.95 460.386
  11 1.2046 592.47 468.511
  12 3.61379 612.6 476.477
  13 6.02298 631.53 464.437
  14 8.43217 583.23 453.761
  15 10.8414 627.62 441.256
  16 13.2505 647.59 446.195
  17 15.6597 586.78 454.212
  18 18.0689 622.2 449.595
  19 20.4781 624.26 433.504
  20 22.8873 622.96 424.979
  21 25.2965 0 0
35000 21 12312
  1 -22.8873 592.13 432.782
  2 -20.4781 630.62 432.932
  3 -18.0689 605.54 444.796
  4 -15.6597 648.48 443.818
  5 -13.2505 592.92 454.504
  6 -10.8414 626.19 445.308
  7 -8.43217 593.96 462.648
  8 -6.02298 638.32 463.669
  9 -3.61379 604.21 464.374
  10 -1.2046 627.2 461.318
  11 1.2046 598.3 462.764
  12 3.61379 630.31 468.677
  13 6.02298 629.43 462.747
  14 8.43217 606.13 455.467
  15 10.8414 630.68 454.577
  16 13.2505 623.23 453.29
  17 15.6597 597.31 457.42
  18 18.0689 604.83 449.529
  19 20.4781 606.21 440.325
  20 22.8873 626 435.824
  21 25.2965 0 0
36000 21 12311.999999999996
  1 -22.8873 606.25 429.373
  2 -20.4781 634.91 431.489
  3 -18.0689 644.21 437.033
  4 -15.6597 618.84 443.26
  5 -13.2505 613.78 450.169
  6 -10.8414 627.33 454.199
  7 -8.43217 599.95 459.51
  8 -6.02298 621.59 463.912
  9 -3.61379 616.66 460.797
  10 -1.2046 625.64 463.853
  11 1.2046 576.7 463.341
  12 3.61379 618.54 458.005
  13 6.02298 621.11 457.348
  14 8.43217 591.75 451.459
  15 10.8414 642.96 453.395
  16 13.2505 621.47 454.328
  17 15.6597 577.13 453.466
  18 18.0689 630.76 443.39
  19 20.4781 599.11 438.934
  20 22.8873 623.31 429.296
  21 25.2965 0 0
37000 21 12312.000000000002
  1 -22.8873 610.39 422.865
  2 -20.4781 658.73 435.734
  3 -18.0689 631.17 444.216
  4 -15.6597 634.84 440.546
  5 -13.2505 621.34 451.675
  6 -10.8414 625.16 449.497
  7 -8.43217 586.83 462.286
  8 -6.02298 609.36 467.072
  9 -3.61379 598.7 457.681
  10 -1.2046 628.86 463.095
  11 1.2046 580.63 467.697
  12 3.61379 625.48 471.731
  13 6.02298 608.51 459.516
  14 8.43217 601.75 457.76
  15 10.8414 629.59 456.117
  16 13.2505 633.87 457.346
  17 15.6597 578.71 448.302
  18 18.0689 616.35 444.989
  19 20.4781 594.92 440.306
  20 22.8873 636.81 438.77
  21 25.2965 0 0
38000 21 12311.999999999996
  1 -22.8873 597.51 428.722
  2 -20.4781 641.92 429.042
  3 -18.0689 619.46 440.11
  4 -15.6597 631.13 440.462
  5 -13.2505 619.22 439.709
  6 -10.8414 611.44 448.119
  7 -8.43217 579.47 460.912
  8 -6.02298 631.75 468.208
  9 -3.61379 581.19 457.55
  10 -1.2046 618.78 460.778
  11 1.2046 600.06 469.765
  12 3.61379 639.19 464.117
  13 6.02298 629 464.351
  14 8.43217 587.32 462.681
  15 10.8414 629.72 458.59
  16 13.2505 647.39 447.059
  17 15.6597 583.47 446.442
  18 18.0689 625.54 440.038
  19 20.4781 614.72 442.402
  20 22.8873 623.72 429.464
  21 25.2965 0 0
39000 21 12312
  1 -22.8873 602.07 426.96
  2 -20.4781 605.73 432.304
  3 -18.0689 637.43 440.751
  4 -15.6597 642.44 439.387
  5 -13.2505 622.75 441.1
  6 -10.8414 599.72 452.435
  7 -8.43217 582.46 453.913
  8 -6.02298 614.61 463.094
  9 -3.61379 591.58 455.727
  10 -1.2046 634.15 462.962
  11 1.2046 605.42 463.211
  12 3.61379 617.63 466.651
  13 6.02298 632.2 478.931
  14 8.43217 603.08 470.545
  15 10.8414 639.5 454.329
  16 13.2505 626.35 451.846
  17 15.6597 605.6 437.353
